mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration,truthfulness
0.2586868328836478,0.2582653196409159,0.2362704690467947,0.111785674125381,0.6544178863783108,0.7969939457640185,0.2892666480848821,0.9432939639930852,0.4150998381749745,0.8378973157167944,0.7398417961002224,0.1050595645046019,0.1671094731777185,0.2495969933587629,0.3079751831513785,0.1536671890538847,0.9487445792986388,0.5825768038699167,0.2147929306831887,0.0438188659419964,5.666666666666666,0
0.4032891117637792,0.3160185093515924,0.1933715884115993,0.209125546811152,0.6363557925874727,0.4630340024087447,0.2284415675619024,0.8581538562345682,0.4026573886355393,0.7452135603205231,0.6383295127661249,0.3221442891773711,0.2370080738742254,0.2344726976150264,0.2532936239277729,0.1178981652742261,0.910497635084913,0.387536240868741,0.1766400760254812,0.0444052146502267,2.033333333333333,0
0.4459812091595881,0.4126590510986213,0.258856843689821,0.1987078225513535,0.7780931650282391,0.7764534779532813,0.357582510841708,0.9146485094449596,0.4128738864997398,0.8436824679998436,0.7501521026929832,0.2948127768876901,0.3136809622128373,0.2378358751680035,0.3140101114450869,0.1209140815450325,0.9177295333060768,0.6776198218568321,0.0583273289041466,0.3249417912382872,3.933333333333332,0
0.2746336735626725,0.3225503880160422,0.2489400499696287,0.208667309745703,0.6056623275150699,0.7241193124164522,0.2216519664421068,0.8570001142629452,0.4150218089151248,0.7569620862080602,0.7934326186738324,0.0786593222551406,0.2763423222655095,0.2503197983618578,0.3938611565884377,0.5387330005871407,0.4176752303864026,0.2329138962223885,0.3339861486411517,0.0853341891345429,3.5333333333333323,0
0.3062203563168749,0.3071486936592676,0.2309405996352815,0.1528249985968306,0.7417673429337968,0.7139682182354475,0.2237710988304777,0.8916203980255428,0.4145920795159553,0.8586809317403682,0.8043372832042234,0.089877097745976,0.260259734502672,0.3031830520977204,0.3239643956489135,0.5358624587586274,0.4754267320031173,0.3034556014261205,0.3708828800302957,0.1279457308194654,1.2000000000000002,0
0.4240417771166929,0.3746913013759074,0.2061643900825726,0.1566998174751154,0.5559101227063716,0.6673788833941741,0.1836324901762732,0.8165460896934345,0.4086553052946678,0.6939798978609084,0.6370929817858517,0.4106898376628607,0.3450552196937974,0.1877295869014018,0.441682450293554,0.3721355788413149,0.7475974514335817,0.5715824645313078,0.1436149411406654,0.0230249238177053,0.3666666666666666,0
0.1631728075808532,0.222356188050025,0.1949751712553778,0.1059777121135004,0.7516108718054352,0.7285637347811819,0.2472583524862381,0.9006704892320645,0.414832138502513,0.8594836968612485,0.8181239283197638,0.0716617094211855,0.1899524646075972,0.2632010337173048,0.3357612815960279,0.516538188330946,0.4985180056986236,0.3992069278664231,0.363481183391338,0.1413356513101922,1.2000000000000002,0
0.3691281382387116,0.3284229796767263,0.2311799522690328,0.0982665120668411,0.6271458097929132,0.7175682520297404,0.2262101207717179,0.8430012277376061,0.4146865105402556,0.7538327312973364,0.7293644886469854,0.3464250503270057,0.519661302103528,0.2145113001729924,0.4535671322004564,0.6319519640926634,0.2982319770652519,0.252538041309199,0.2818474122023331,0.0359176614316289,6.366666666666666,0
0.2819568776422907,0.2873662152635973,0.2315903389324727,0.1131409385136697,0.7865859122208375,0.8269480533823065,0.4072067248506664,0.9510422118383952,0.4094901674295305,0.877688174379768,0.7606868667669335,0.1342790087911501,0.163857092325615,0.2942847693937827,0.2699677702943335,0.1028767240888404,0.9623287799285238,0.6411849769712376,0.1617111167424562,0.1152344603037042,9.333333333333334,0
0.4158749012686554,0.3781056386373524,0.3261411597414895,0.1383291826200461,0.7876313389392015,0.7656826971154157,0.4115124453240465,0.9286351481680708,0.4139590289234623,0.8890887110663948,0.6519835988907647,0.3962270401870112,0.4429149497167183,0.3364341756700324,0.3100503061538222,0.0918367371821307,0.8607655680796802,0.4944801330592927,0.0547135183654615,0.1788511222640103,12.7,0
0.6983160895790329,0.5440947530423593,0.2921809918011168,0.3313417729838211,0.4122709350977706,0.5393337639660533,0.1228388375501693,0.7879242211020167,0.3881121630981069,0.5503071965651362,0.4507119501484774,0.428606729873444,0.4378012340167955,0.2130008836454581,0.2785659390660004,0.0545057145782244,0.8814708703751142,0.5973045081914219,0.0778337630855232,0.0779301816698301,2.5333333333333328,0
0.521548938628905,0.4325401000786418,0.3210106911037528,0.1486481595571081,0.7369835520076029,0.7485906226878386,0.3359537778090354,0.9233942261900636,0.415041074832239,0.757030940171409,0.5731546943922775,0.4486515693480218,0.2731941348593243,0.3021372802667182,0.2210625278513928,0.0519335997493911,0.9308955491440036,0.493458023349734,0.0744764687435076,0.0866685429354572,8.200000000000003,0
0.5413486249548254,0.4601170286163404,0.3101321468212469,0.2358967880588592,0.7827762445112383,0.7429510014655794,0.3484709183156201,0.9406086626653644,0.4079061607039861,0.7930102815640334,0.4989802443792506,0.4785430534449446,0.313515241499833,0.3779928137337157,0.1854630373976917,0.0530822552142019,0.9394999640223296,0.5691590155405458,0.0770052654281945,0.2735898046787002,1.5,0
0.4001075614596292,0.3654578853401873,0.1795062020815915,0.13748810102036,0.9633958782061488,0.8798893559542532,0.4673746672339743,0.980644369638898,0.4150998381749745,0.9729720021677066,0.6772208517234698,0.2952982699683975,0.2820604728569221,0.3759321832588704,0.1409276319502334,0.0288764370372643,0.9605850013164168,0.7013176997339169,0.0498870065294024,0.3914428286028731,2.966666666666667,0
0.2532407119371848,0.2507027055978785,0.2106396634821185,0.1171721337704139,0.7905907835638366,0.7463806529293668,0.3378650512150221,0.935759679528892,0.4141168602761688,0.9200267232274848,0.7583317072243926,0.1588498524751685,0.1219899224759097,0.225327036840884,0.3227460682485488,0.1267711534727062,0.9084708872785384,0.6288492845486499,0.1402601188912541,0.1247135045640319,4.600000000000001,0
0.486779745429352,0.3873224839778428,0.3028028290710906,0.1844443878711807,0.5389745384964164,0.700526311421486,0.187607217267509,0.9079751943826766,0.4140176668007196,0.6428979080667716,0.6816345889644462,0.1665014437837907,0.2584247412156753,0.2535376307604551,0.3073651031132025,0.1797481128932884,0.9331329036353496,0.5084121197969126,0.2180876706276888,0.0304591816742934,6.700000000000001,0
0.5298840996418003,0.4520754929976008,0.2172611883168998,0.1449880012345751,0.9084809583295376,0.8705964083379708,0.3620642204337723,0.9729796561830142,0.4150998381749745,0.954410470482626,0.5552461555990666,0.3674195643094171,0.2206047856996606,0.3523208833663397,0.1786069219284126,0.0125431686916666,0.9878949158105144,0.7517868808092096,0.0428629848802045,0.2401417265888921,8.166666666666668,0
0.4196485038381388,0.3756145022797612,0.236445059755876,0.1785403732859086,0.8348814169948529,0.7368066234678399,0.4090402066897812,0.9457944655501048,0.412727207427489,0.8850854343887513,0.6122072504377651,0.314144477590193,0.227602535503849,0.3598623188597805,0.1800214728711399,0.0521183862862198,0.9462624902939196,0.5147450608589035,0.0773827105758466,0.146799523384786,12.900000000000002,0
0.32130979316444,0.3035949441301147,0.1768299339314833,0.0854129616178506,0.886183672838555,0.8655868904293328,0.3816881183515608,0.9729783624012932,0.4148955681501017,0.948877934868134,0.7916351535515362,0.1350665658260069,0.1879621106690473,0.2661660924166963,0.3073720001966022,0.0892986968075077,0.9673570220925372,0.6320713828866293,0.1850527343081635,0.1244094118869582,8.266666666666666,0
0.192928552669992,0.1786797789137398,0.2676973051477045,0.3884538467457134,0.2503981997576674,0.4349521639360764,0.0725337043873497,0.6208943073182874,0.4022442491002642,0.4208884540151518,0.7719104422589234,0.0626398830933786,0.2983337494855569,0.2078793604098273,0.4972263417344417,0.6397419627310577,0.3819808939001935,0.2299671236708864,0.3423198127043641,0.019010625260662,0.6333333333333332,0
0.579059058901313,0.4459187528591369,0.2496734568538422,0.1608631685983543,0.7752208454589176,0.7881474318175673,0.3391065158267992,0.9587261593219784,0.4150474621521015,0.8586823127372791,0.6146966423691679,0.2574478999222173,0.2191585620406004,0.2990564816932343,0.1957295286452604,0.0381967559680119,0.968106497654653,0.693763024193785,0.0887621741799301,0.1702217631431487,3.0666666666666664,0
