mean_AU01,mean_AU02,mean_AU04,mean_AU05,mean_AU06,mean_AU07,mean_AU09,mean_AU10,mean_AU11,mean_AU12,mean_AU14,mean_AU15,mean_AU17,mean_AU20,mean_AU23,mean_AU24,mean_AU25,mean_AU26,mean_AU28,mean_AU43,mean_duration,truthfulness
0.3682788847549177,0.3762002452228985,0.218413143440048,0.1700001258987525,0.8220002200395822,0.6762159594464038,0.381273784085049,0.9407910085817583,0.4139415982985641,0.9184787269294392,0.7107941628366196,0.1313449170044035,0.1568588868197457,0.3097129982437163,0.2172718213302639,0.0969726358548127,0.9647720732178312,0.4080371179484713,0.2078399106963494,0.1318406168115901,5.799999999999997,1
0.4836969737837318,0.385805134091738,0.2318500474389398,0.1730578236143323,0.8093924824117574,0.7180458357527504,0.4288041096296708,0.9292089026485147,0.4148373560269429,0.8789725362259878,0.7148263971477195,0.2166780914856013,0.1700026798968634,0.2714679702352129,0.1683498547612659,0.0563282855741355,0.9389752016161254,0.4036458609762398,0.1145428791456314,0.1468596586267831,2.266666666666667,1
0.286663307944925,0.3070498008838535,0.212255315520627,0.0895933193966011,0.8734342899142306,0.8643601841876406,0.4272493481923323,0.961472889816213,0.4148278716767081,0.903173050533231,0.7954688715009637,0.0754358600658287,0.1602334266479447,0.3138804143741473,0.2052689908720639,0.100240855074808,0.9534082040844152,0.6054005621287668,0.2098725363664138,0.1388011155244893,5.100000000000001,1
0.1570294938231766,0.19881158543602,0.3396384615353446,0.1742434677317253,0.4774035131427349,0.6387980331450732,0.2578172088082077,0.7805937103654517,0.4031338136217616,0.6291597292016659,0.8074025968182845,0.0894910880457883,0.1732007153545289,0.2286507287600203,0.3660481719142587,0.4862993350483865,0.6136120523290095,0.4124283611364432,0.3225380670874939,0.0957646419011831,0.1333333333333333,1
0.4188931201561549,0.3268529542286664,0.403398644463997,0.2340100902008325,0.7250627216100054,0.8140549475906472,0.5638595763568591,0.9409689950283544,0.4043953381332307,0.7122005933071482,0.4321210694960053,0.4561166285727891,0.2528981697529636,0.401723496043237,0.1965609429938935,0.073988352774261,0.9604762180075656,0.6458592925144458,0.093225623381988,0.4426049003414991,3.233333333333334,1
0.3877904848251864,0.3385969432483675,0.2608900834901761,0.1964760061260702,0.7895490837066567,0.7897198270418309,0.3620435103902286,0.9550300446505778,0.4150871308260251,0.872865230004764,0.7753421321068832,0.1098484631578187,0.1721030214313829,0.2661281493607238,0.2030743312474614,0.1162822127711811,0.9676813657462036,0.5548707236604303,0.180966910279088,0.1205384052002035,5.833333333333336,1
0.4001842127588596,0.3417660513119352,0.2219254204728313,0.0710863771851234,0.7124427791272395,0.7892511038465477,0.3156002618185183,0.9267655709233265,0.4150257059579852,0.8347982536093695,0.6973486422170841,0.1575251189422036,0.2271228064565993,0.297051513173553,0.3288632329450672,0.2321577916398824,0.8441938928552388,0.5397461051773073,0.2541932121982397,0.1468476650992992,4.333333333333333,1
0.3588667664222087,0.3243769341771551,0.3262640392978113,0.108812191809463,0.702455470785632,0.7897629773593972,0.419836809242917,0.928291560392449,0.396689852641045,0.8498986279244788,0.6684872880214161,0.3462637820095639,0.3875328342855397,0.3517573405399238,0.3476578914504358,0.06264980560301,0.928981453286612,0.5866195727996932,0.0641480325385927,0.1011086696724334,2.1333333333333333,1
0.4022224245944477,0.3389596640984051,0.2960679396769943,0.1693883230345634,0.918844129419106,0.8722006428221285,0.5138025535101673,0.9568392004340586,0.4149446261068865,0.9399115018779892,0.6113694552474082,0.3378810892125829,0.2725510850232518,0.355555979315727,0.2175013783133472,0.0967235063867471,0.9285262067858284,0.62048479955906,0.0924648166100396,0.4105769315181022,6.8666666666666645,1
0.3952746118191375,0.3492729167666377,0.2817031428070822,0.095553998469195,0.8777826606844698,0.7850764564830154,0.5166932253793171,0.9029300116024628,0.4122536582828993,0.891478770538655,0.6634169896601291,0.2644277044942014,0.3811738092281994,0.3335337325848058,0.2092524272277989,0.2938212998951179,0.7526586854896027,0.3808197481310577,0.1115186604093852,0.2531321065240915,5.633333333333333,1
